wick_variant,pair,pivot_type,timeframe,ltf,htf_first_candle_time,htf_second_candle_time,htf_gap_low,htf_gap_high,htf_gap_width,htf_wick_diff_low,htf_wick_diff_high,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_htf_gap,htf_first_touch_time,pending_until_htf_touch
OUTER_WICK,AUDCAD,long,W,H4,2024-03-25 00:00,2024-04-01 00:00,0.88012,0.8827,0.0025800000000000267,0.88012,0.88134,2024-04-02 09:00,2024-04-02 13:00,0.8817,0.88174,3.999999999992898e-05,0.015503875968964562,2024-04-15 00:00,False
OUTER_WICK,AUDCAD,short,W,H4,2024-02-19 00:00,2024-02-26 00:00,0.88671,0.889,0.0022900000000000142,0.88699,0.889,2024-02-23 18:00,2024-02-25 22:00,0.88678,0.88699,0.00020999999999993246,0.09170305676852888,2024-03-04 00:00,False
OUTER_WICK,AUDCAD,short,W,H4,2024-04-01 00:00,2024-04-08 00:00,0.89418,0.90074,0.00656000000000001,0.89524,0.90074,2024-04-12 05:00,2024-04-12 09:00,0.89491,0.89512,0.00021000000000004349,0.0320121951219578,2024-04-22 00:00,False
OUTER_WICK,AUDCAD,short,W,H4,2024-04-29 00:00,2024-05-06 00:00,0.90452,0.90767,0.003149999999999986,0.90598,0.90767,2024-05-07 17:00,2024-05-07 21:00,0.90582,0.90592,9.999999999998899e-05,0.03174603174602839,2024-05-13 00:00,False
OUTER_WICK,AUDCAD,short,W,H4,2024-04-29 00:00,2024-05-06 00:00,0.90452,0.90767,0.003149999999999986,0.90598,0.90767,2024-05-09 17:00,2024-05-09 21:00,0.90544,0.90573,0.00029000000000001247,0.09206349206349643,2024-05-13 00:00,False
OUTER_WICK,AUDCHF,long,W,H4,2024-02-26 00:00,2024-03-04 00:00,0.57041,0.57642,0.006010000000000071,0.57041,0.57374,2024-03-05 18:00,2024-03-05 22:00,0.57426,0.57428,2.0000000000020002e-05,0.0033277870216339043,2024-04-15 00:00,False
OUTER_WICK,AUDCHF,short,W,H4,2024-01-15 00:00,2024-01-22 00:00,0.57272,0.57396,0.0012400000000000189,0.57368,0.57396,2024-01-23 10:00,2024-01-23 14:00,0.5733,0.57348,0.00017999999999995797,0.14516129032254455,2024-02-12 00:00,False
OUTER_WICK,AUDCHF,short,W,H4,2024-02-19 00:00,2024-02-26 00:00,0.57833,0.57932,0.0009899999999999354,0.57874,0.57932,2024-02-23 18:00,2024-02-25 22:00,0.57858,0.57874,0.000160000000000049,0.16161616161622167,2024-03-04 00:00,False
OUTER_WICK,AUDCHF,short,W,H4,2024-03-04 00:00,2024-03-11 00:00,0.58146,0.58294,0.0014800000000000368,0.58265,0.58294,2024-03-14 17:00,2024-03-14 21:00,0.58181,0.58204,0.00022999999999995246,0.15540540540536943,2024-03-18 00:00,False
OUTER_WICK,AUDCHF,short,W,H4,2024-04-01 00:00,2024-04-08 00:00,0.59356,0.59957,0.006010000000000071,0.59923,0.59957,2024-04-10 05:00,2024-04-10 09:00,0.59889,0.59898,8.999999999992347e-05,0.014975041597324861,2024-04-22 00:00,False
OUTER_WICK,AUDCHF,short,W,H4,2024-04-01 00:00,2024-04-08 00:00,0.59356,0.59957,0.006010000000000071,0.59923,0.59957,2024-04-11 05:00,2024-04-11 09:00,0.59612,0.59656,0.00043999999999999595,0.07321131447587201,2024-04-22 00:00,False
OUTER_WICK,AUDJPY,long,W,H4,2024-01-08 00:00,2024-01-15 00:00,96.146,96.882,0.7360000000000042,96.146,96.588,2024-01-16 02:00,2024-01-16 06:00,96.588,96.635,0.047000000000011255,0.06385869565218884,2024-01-29 00:00,False
OUTER_WICK,AUDJPY,short,W,H4,2024-02-19 00:00,2024-02-26 00:00,98.804,99.057,0.2530000000000001,98.834,99.057,2024-02-23 18:00,2024-02-25 22:00,98.829,98.834,0.005000000000009663,0.019762845849840557,2024-03-18 00:00,False
OUTER_WICK,AUDJPY,short,W,H4,2024-04-01 00:00,2024-04-08 00:00,99.764,100.811,1.0470000000000113,100.4,100.811,2024-04-11 17:00,2024-04-11 21:00,100.242,100.243,0.000999999999990564,0.000955109837622305,2024-04-15 00:00,False
OUTER_WICK,AUDNZD,long,W,H4,2024-02-05 00:00,2024-02-12 00:00,1.05865,1.06073,0.0020799999999998597,1.05865,1.05994,2024-02-09 18:00,2024-02-11 22:00,1.05994,1.06033,0.00038999999999989043,0.18749999999995998,2024-02-19 00:00,False
OUTER_WICK,AUDNZD,long,W,H4,2024-02-19 00:00,2024-02-26 00:00,1.05699,1.05923,0.0022399999999997977,1.05699,1.05844,2024-02-26 14:00,2024-02-26 18:00,1.05844,1.05866,0.00021999999999988695,0.09821428571424412,,True
OUTER_WICK,AUDNZD,short,W,H4,2024-01-22 00:00,2024-01-29 00:00,1.0796,1.08332,0.0037200000000001676,1.08118,1.08332,2024-01-29 02:00,2024-01-29 06:00,1.08093,1.08118,0.0002500000000000835,0.06720430107528823,2024-03-18 00:00,False
OUTER_WICK,AUDNZD,short,W,H4,2024-04-01 00:00,2024-04-08 00:00,1.09418,1.09557,0.0013900000000000023,1.09516,1.09557,2024-04-08 17:00,2024-04-08 21:00,1.095,1.09512,0.00012000000000012001,0.08633093525188476,2024-04-22 00:00,False
OUTER_WICK,AUDUSD,long,W,H4,2024-02-26 00:00,2024-03-04 00:00,0.64775,0.65247,0.0047199999999999465,0.64775,0.6487,2024-03-05 22:00,2024-03-06 02:00,0.64927,0.64968,0.00041000000000002146,0.08686440677966654,2024-03-18 00:00,False
OUTER_WICK,AUDUSD,long,W,H4,2024-03-18 00:00,2024-03-25 00:00,0.64854,0.65146,0.0029200000000000337,0.64854,0.6504,2024-03-29 01:00,2024-03-29 05:00,0.65054,0.65096,0.00041999999999997595,0.14383561643834628,2024-04-01 00:00,False
OUTER_WICK,AUDUSD,short,W,H4,2024-03-04 00:00,2024-03-11 00:00,0.66251,0.66677,0.0042599999999999305,0.6639,0.66677,2024-03-13 21:00,2024-03-14 01:00,0.66308,0.66318,9.999999999998899e-05,0.023474178403753668,2024-03-18 00:00,False
OUTER_WICK,AUDUSD,short,W,H4,2024-04-29 00:00,2024-05-06 00:00,0.66097,0.66494,0.003970000000000029,0.66439,0.66494,2024-05-06 21:00,2024-05-07 01:00,0.66432,0.66439,7.00000000000145e-05,0.017632241813605537,2024-05-13 00:00,False
OUTER_WICK,CADCHF,long,W,H4,2024-04-29 00:00,2024-05-06 00:00,0.66009,0.66142,0.0013300000000000534,0.66009,0.66084,2024-05-08 21:00,2024-05-09 01:00,0.66122,0.6613,7.999999999996898e-05,0.06015037593982389,2024-05-13 00:00,False
OUTER_WICK,CADCHF,short,W,H4,2024-01-01 00:00,2024-01-08 00:00,0.63648,0.64118,0.0046999999999999265,0.63937,0.64118,2024-01-12 06:00,2024-01-12 10:00,0.6393,0.63937,7.00000000000145e-05,0.014893617021279913,2024-01-15 00:00,False
OUTER_WICK,CADCHF,short,W,H4,2024-02-12 00:00,2024-02-19 00:00,0.65332,0.65594,0.0026199999999999557,0.65458,0.65594,2024-02-23 10:00,2024-02-23 14:00,0.65352,0.65358,6.0000000000060005e-05,0.022900763358801916,2024-02-26 00:00,False
OUTER_WICK,CADCHF,short,W,H4,2024-04-08 00:00,2024-04-15 00:00,0.66396,0.6685,0.0045399999999999885,0.66569,0.6685,2024-04-15 09:00,2024-04-15 13:00,0.66536,0.66569,0.0003300000000000525,0.07268722466961526,2024-04-22 00:00,False
OUTER_WICK,CADJPY,short,W,H4,2024-01-01 00:00,2024-01-08 00:00,108.254,109.238,0.9839999999999947,109.034,109.238,2024-01-12 06:00,2024-01-12 10:00,108.67,108.793,0.12300000000000466,0.1250000000000054,2024-01-15 00:00,False
OUTER_WICK,CADJPY,short,W,H4,2024-02-19 00:00,2024-02-26 00:00,111.432,111.804,0.3719999999999999,111.626,111.804,2024-02-26 18:00,2024-02-26 22:00,111.596,111.626,0.030000000000001137,0.08064516129032566,2024-03-18 00:00,False
OUTER_WICK,CADJPY,short,W,H4,2024-02-19 00:00,2024-02-26 00:00,111.432,111.804,0.3719999999999999,111.626,111.804,2024-02-27 02:00,2024-02-27 06:00,111.486,111.506,0.01999999999999602,0.053763440860204376,2024-03-18 00:00,False
OUTER_WICK,CHFJPY,long,W,H4,2024-02-12 00:00,2024-02-19 00:00,169.424,170.506,1.0819999999999936,169.424,170.006,2024-02-20 18:00,2024-02-20 22:00,170.006,170.064,0.057999999999992724,0.05360443622919877,2024-02-26 00:00,False
OUTER_WICK,CHFJPY,long,W,H4,2024-03-25 00:00,2024-04-01 00:00,166.574,167.883,1.3089999999999975,166.574,166.77,2024-04-03 09:00,2024-04-03 13:00,166.896,167.038,0.14200000000002433,0.10847975553859786,2024-04-08 00:00,False
OUTER_WICK,CHFJPY,short,W,H4,2024-01-01 00:00,2024-01-08 00:00,170.09,171.494,1.4039999999999964,170.813,171.494,2024-01-12 02:00,2024-01-12 06:00,170.47,170.554,0.08400000000000318,0.05982905982906225,2024-01-15 00:00,False
OUTER_WICK,CHFJPY,short,W,H4,2024-02-19 00:00,2024-02-26 00:00,170.844,171.7,0.8559999999999945,171.516,171.7,2024-02-28 18:00,2024-02-28 22:00,171.49,171.516,0.025999999999982037,0.030373831775680146,2024-04-22 00:00,False
OUTER_WICK,CHFJPY,short,W,H4,2024-04-01 00:00,2024-04-08 00:00,168.089,168.485,0.396000000000015,168.485,168.485,2024-04-11 17:00,2024-04-11 21:00,168.466,168.485,0.019000000000005457,0.04797979797980994,2024-04-15 00:00,False
OUTER_WICK,EURAUD,long,W,H4,2024-01-22 00:00,2024-01-29 00:00,1.63506,1.65067,0.015610000000000124,1.63506,1.64296,2024-01-31 22:00,2024-02-01 02:00,1.64378,1.64438,0.0005999999999999339,0.03843689942344197,2024-02-05 00:00,False
OUTER_WICK,EURAUD,long,W,H4,2024-01-22 00:00,2024-01-29 00:00,1.63506,1.65067,0.015610000000000124,1.63506,1.64296,2024-02-02 06:00,2024-02-02 10:00,1.64644,1.64832,0.0018800000000001038,0.12043561819347143,2024-02-05 00:00,False
OUTER_WICK,EURAUD,long,W,H4,2024-02-19 00:00,2024-02-26 00:00,1.6452,1.64855,0.003349999999999964,1.6452,1.64768,2024-02-23 18:00,2024-02-25 22:00,1.64768,1.64826,0.0005800000000000249,0.17313432835821826,2024-03-04 00:00,False
OUTER_WICK,EURAUD,long,W,H4,2024-04-08 00:00,2024-04-15 00:00,1.63705,1.64654,0.009489999999999998,1.63705,1.64144,2024-04-15 01:00,2024-04-15 05:00,1.64144,1.64182,0.00038000000000004697,0.040042149631195685,2024-04-22 00:00,False
OUTER_WICK,EURAUD,long,W,H4,2024-04-08 00:00,2024-04-15 00:00,1.63705,1.64654,0.009489999999999998,1.63705,1.64144,2024-04-15 09:00,2024-04-15 13:00,1.64272,1.64276,4.0000000000040004e-05,0.004214963119076924,2024-04-22 00:00,False
OUTER_WICK,EURAUD,long,W,H4,2024-04-29 00:00,2024-05-06 00:00,1.62182,1.6283,0.006480000000000041,1.62182,1.62384,2024-05-07 09:00,2024-05-07 13:00,1.62728,1.6279,0.0006199999999998429,0.09567901234565415,2024-05-13 00:00,False
OUTER_WICK,EURAUD,short,W,H4,2024-01-15 00:00,2024-01-22 00:00,1.65173,1.66759,0.015859999999999985,1.65716,1.66759,2024-01-22 18:00,2024-01-22 22:00,1.6571,1.65716,5.999999999994898e-05,0.0037831021437546683,2024-01-29 00:00,False
OUTER_WICK,EURAUD,short,W,H4,2024-01-15 00:00,2024-01-22 00:00,1.65173,1.66759,0.015859999999999985,1.65716,1.66759,2024-01-25 02:00,2024-01-25 06:00,1.65572,1.65698,0.0012599999999998168,0.07944514501890404,2024-01-29 00:00,False
OUTER_WICK,EURAUD,short,W,H4,2024-02-26 00:00,2024-03-04 00:00,1.66101,1.67444,0.013429999999999831,1.66982,1.67444,2024-03-06 06:00,2024-03-06 10:00,1.66826,1.66852,0.00025999999999992696,0.019359642591208506,2024-03-11 00:00,False
OUTER_WICK,EURAUD,short,W,H4,2024-03-11 00:00,2024-03-18 00:00,1.65974,1.66803,0.008289999999999909,1.66108,1.66803,2024-03-22 17:00,2024-03-24 21:00,1.65974,1.65977,2.999999999997449e-05,0.0036188178528317036,2024-03-25 00:00,False
OUTER_WICK,EURAUD,short,W,H4,2024-05-06 00:00,2024-05-13 00:00,1.63102,1.63834,0.007319999999999993,1.637,1.63834,2024-05-14 13:00,2024-05-14 17:00,1.63456,1.63514,0.0005800000000000249,0.0792349726775991,2024-05-20 00:00,False
OUTER_WICK,EURAUD,short,W,H4,2024-05-06 00:00,2024-05-13 00:00,1.63102,1.63834,0.007319999999999993,1.637,1.63834,2024-05-15 09:00,2024-05-15 13:00,1.63326,1.6343,0.001040000000000152,0.14207650273226133,2024-05-20 00:00,False
OUTER_WICK,EURCAD,long,W,H4,2024-01-01 00:00,2024-01-08 00:00,1.45496,1.46173,0.006769999999999943,1.45496,1.46052,2024-01-09 06:00,2024-01-09 10:00,1.46052,1.4607,0.000180000000000069,0.026587887740039957,2024-01-22 00:00,False
OUTER_WICK,EURCAD,long,W,H4,2024-02-05 00:00,2024-02-12 00:00,1.4462,1.4517,0.00550000000000006,1.4462,1.44666,2024-02-14 06:00,2024-02-14 10:00,1.44788,1.44885,0.0009699999999999154,0.17636363636361904,2024-02-19 00:00,False
OUTER_WICK,EURCAD,long,W,H4,2024-02-05 00:00,2024-02-12 00:00,1.4462,1.4517,0.00550000000000006,1.4462,1.44666,2024-02-16 10:00,2024-02-16 14:00,1.44908,1.45009,0.0010100000000001774,0.18363636363639388,2024-02-19 00:00,False
OUTER_WICK,EURCAD,long,W,H4,2024-03-25 00:00,2024-04-01 00:00,1.45463,1.46172,0.007089999999999819,1.45463,1.45851,2024-04-02 17:00,2024-04-02 21:00,1.46047,1.46049,2.0000000000131024e-05,0.002820874471104589,2024-04-15 00:00,False
OUTER_WICK,EURCAD,long,W,H4,2024-03-25 00:00,2024-04-01 00:00,1.45463,1.46172,0.007089999999999819,1.45463,1.45851,2024-04-03 09:00,2024-04-03 13:00,1.46146,1.46158,0.00012000000000012001,0.01692524682653358,2024-04-15 00:00,False
OUTER_WICK,EURCAD,short,W,H4,2024-01-08 00:00,2024-01-15 00:00,1.46828,1.4727,0.0044199999999998685,1.47202,1.4727,2024-01-17 06:00,2024-01-17 10:00,1.47112,1.47167,0.0005500000000000504,0.12443438914028661,2024-01-22 00:00,False
OUTER_WICK,EURCAD,short,W,H4,2024-01-08 00:00,2024-01-15 00:00,1.46828,1.4727,0.0044199999999998685,1.47202,1.4727,2024-01-18 02:00,2024-01-18 06:00,1.47052,1.47076,0.00024000000000001798,0.054298642533942336,2024-01-22 00:00,False
OUTER_WICK,EURCAD,short,W,H4,2024-01-08 00:00,2024-01-15 00:00,1.46828,1.4727,0.0044199999999998685,1.47202,1.4727,2024-01-19 02:00,2024-01-19 06:00,1.46867,1.46874,7.00000000000145e-05,0.01583710407240194,2024-01-22 00:00,False
OUTER_WICK,EURCAD,short,W,H4,2024-03-04 00:00,2024-03-11 00:00,1.4753,1.47802,0.0027199999999998337,1.47664,1.47802,2024-03-11 09:00,2024-03-11 13:00,1.47641,1.47651,9.999999999998899e-05,0.03676470588235114,2024-03-18 00:00,False
OUTER_WICK,EURCAD,short,W,H4,2024-04-29 00:00,2024-05-06 00:00,1.47292,1.47873,0.005810000000000093,1.4746,1.47873,2024-05-10 13:00,2024-05-10 17:00,1.4733,1.47342,0.00011999999999989797,0.020654044750412402,2024-05-13 00:00,False
OUTER_WICK,EURCHF,short,W,H4,2024-04-01 00:00,2024-04-08 00:00,0.97752,0.98486,0.007340000000000013,0.98358,0.98486,2024-04-08 21:00,2024-04-09 01:00,0.98333,0.98358,0.00024999999999997247,0.03405994550408338,2024-04-22 00:00,False
OUTER_WICK,EURCHF,short,W,H4,2024-04-01 00:00,2024-04-08 00:00,0.97752,0.98486,0.007340000000000013,0.98358,0.98486,2024-04-11 05:00,2024-04-11 09:00,0.98154,0.98212,0.0005800000000000249,0.07901907356948555,2024-04-22 00:00,False
OUTER_WICK,EURGBP,long,W,H4,2024-02-05 00:00,2024-02-12 00:00,0.84984,0.85396,0.0041200000000000125,0.84984,0.85162,2024-02-14 10:00,2024-02-14 14:00,0.85244,0.85269,0.00024999999999997247,0.06067961165047857,2024-02-19 00:00,False
OUTER_WICK,EURGBP,long,W,H4,2024-02-05 00:00,2024-02-12 00:00,0.84984,0.85396,0.0041200000000000125,0.84984,0.85162,2024-02-15 02:00,2024-02-15 06:00,0.85354,0.85366,0.00012000000000000899,0.029126213592235103,2024-02-19 00:00,False
OUTER_WICK,EURGBP,long,W,H4,2024-03-25 00:00,2024-04-01 00:00,0.85302,0.85519,0.0021700000000000053,0.85302,0.85386,2024-04-01 01:00,2024-04-01 05:00,0.85392,0.854,7.999999999996898e-05,0.036866359446990224,2024-04-08 00:00,False
OUTER_WICK,EURGBP,long,W,H4,2024-03-25 00:00,2024-04-01 00:00,0.85302,0.85519,0.0021700000000000053,0.85302,0.85386,2024-04-02 05:00,2024-04-02 09:00,0.85407,0.8541,2.999999999997449e-05,0.01382488479261494,2024-04-08 00:00,False
OUTER_WICK,EURGBP,short,W,H4,2024-02-26 00:00,2024-03-04 00:00,0.8566,0.8576,0.0010000000000000009,0.85684,0.8576,2024-03-01 18:00,2024-03-03 22:00,0.85678,0.85684,6.0000000000060005e-05,0.06000000000005995,2024-03-18 00:00,False
OUTER_WICK,EURGBP,short,W,H4,2024-03-18 00:00,2024-03-25 00:00,0.85775,0.86023,0.0024800000000000377,0.85886,0.86023,2024-03-26 09:00,2024-03-26 13:00,0.85866,0.85886,0.00019999999999997797,0.08064516129031248,2024-04-01 00:00,False
OUTER_WICK,EURGBP,short,W,H4,2024-03-18 00:00,2024-03-25 00:00,0.85775,0.86023,0.0024800000000000377,0.85886,0.86023,2024-03-27 01:00,2024-03-27 05:00,0.85841,0.85854,0.00012999999999996348,0.05241935483869415,2024-04-01 00:00,False
OUTER_WICK,EURJPY,long,W,H4,2024-03-25 00:00,2024-04-01 00:00,162.612,163.31,0.6980000000000075,162.612,162.936,2024-04-02 21:00,2024-04-03 01:00,163.068,163.18,0.11199999999999477,0.1604584527220538,2024-04-08 00:00,False
OUTER_WICK,EURJPY,short,W,H4,2024-02-19 00:00,2024-02-26 00:00,162.904,163.72,0.8160000000000025,163.468,163.72,2024-02-28 18:00,2024-02-28 22:00,163.35,163.354,0.004000000000019099,0.004901960784337116,2024-03-04 00:00,False
OUTER_WICK,EURJPY,short,W,H4,2024-02-19 00:00,2024-02-26 00:00,162.904,163.72,0.8160000000000025,163.468,163.72,2024-03-01 06:00,2024-03-01 10:00,162.941,163.012,0.07099999999999795,0.08700980392156585,2024-03-04 00:00,False
OUTER_WICK,EURJPY,short,W,H4,2024-03-18 00:00,2024-03-25 00:00,163.661,165.355,1.6939999999999884,164.42,165.355,2024-03-27 05:00,2024-03-27 09:00,164.274,164.297,0.022999999999996135,0.013577331759147751,2024-04-01 00:00,False
